MasterID,OldCaseID,CaseID,AttackID,Status,AttackDate,AttackYear,AttackMonth,AttackQuarter,DayOfWeek,Database,Campaign,Country,Province,District,City,Latitude,Longitude,Suicide,ModeGroup,Claimed,ClaimGroup,ClaimGrouping,ctAimPoints,TT1,TT2,TT3,TT4,tgtDisp,tgtMobile,AttackType,AttackType2,ComplexAttack,LeaderRank,LeaderKilled,CivKilledHi,PolKilledHi,SecKilledHi,KilledHi,Suspected,SuspectGroup,SuspectGrouping,Denied,DeniedGroup,DeniedGrouping,Summary,LastUpdate,attribGrouping,attribProbability,attribConfidence,attribBasis,AttribTable,tgtDisp2,CaseAttacks,CaseAttacks_Criteria,CoinPhase,SecGrouping,CivGrouping,DecapLogic,Decap,DecapGrouping,PolGrouping,AreaEthnicity,InEthnGroup,InEthnGroupPct,Control_Incum,Control_Ins,HomeTerr_Ins,Source,tgtGrouping,SuicideText,CaseText,tgtGrouping2,CoinPhaseName,ControlGrouping,Control_Iraq,Ethnicity_Bagh
103,4351,AF-W-04178,200906347,Unverified,7/3/2009 0:00,2009,7,3,6,WITS,Afghanistan,Afghanistan,Jawzjan,Khwaja Du Koh,Khwajah Du Koh,36.82,65.62,0,Non-suicide Bombing,0,Unknown Group,NA,1,Civilian,General,Afghan,Vehicle,Vehicle,1,Roadside IED,IED,,NA,NA,1,0,0,1,0,NA,NA,0,NA,NA,"On 3 July 2009, in the evening, in Khwajah Du Koh, Jowzjan, Afghanistan, assailants detonated an improvised explosive device (IED) targeting a tractor, killing one civilian, wounding one other, and damaging the tractor.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Vehicle,1,NA,3,NA,Outgroup,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Government Civilians,No,Yes,Government,The Surge,NA,,
104,3936,AF-W-05471,201006783,Unverified,3/2/2010 0:00,2010,3,1,3,WITS,Afghanistan,Afghanistan,Faryab,Khani Chahar Bagh,Khan-e Char Bagh,37,65.21,0,Other,0,Unknown Group,NA,1,Civilian,Education,Afghan,Facility/Building,Civilian Facility,0,Arson,Arson,,NA,NA,0,0,0,0,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 2 March 2010, at about 9:00 PM, in Khan-e Char Bagh, Faryab, Afghanistan, assailants set fire to a girls' middle school, damaging the school but causing no injuries.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Civilian Facility,1,NA,3,NA,Outgroup,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.02,-9999,-9999,0,,Government Civilians,No,Yes,Government,The Surge,NA,,
105,3937,AF-W-08224,201018578,Unverified,12/22/2010 0:00,2010,12,4,4,WITS,Afghanistan,Afghanistan,Faryab,Khani Chahar Bagh,Khan-e Char Bagh,37,65.21,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Patrol,Patrol,1,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 22 December 2010, in Khan-e Char Bagh, Faryab, Afghanistan, armed assailants fired upon a police patrol but caused no reported injuries or damage.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Patrol/Convoy,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.02,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
106,850,AF-W-07333,201014307,Unverified,9/17/2010 0:00,2010,9,3,6,WITS,Afghanistan,Afghanistan,Balkh,Balkh,Balkh,36.75,66.89,0,Non-suicide Bombing,0,Unknown Group,NA,1,Civilian,General,Afghan,Vehicle,Vehicle,1,Roadside IED,IED,,NA,NA,9,0,0,9,0,NA,NA,0,NA,NA,"On 17 September 2010, at 6:00 PM, in Maghlan, Balkh, Balkh, Afghanistan, an improvised explosive device (IED) exploded when it was struck by a vehicle, killing six children and three civilians, injuring one other, and damaging the vehicle.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Unspecified,1,NA,3,NA,Ingroup,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Kindred Civilians,No,Yes,Kindred,The Surge,Individuals,,
107,851,AF-W-07433,201014373,Unverified,9/18/2010 0:00,2010,9,3,7,WITS,Afghanistan,Afghanistan,Balkh,Balkh,Balkh,36.75,66.89,0,Non-suicide Bombing,0,Unknown Group,NA,1,Civilian,General,Afghan,Individuals,Unspecified,0,Roadside IED,IED,,NA,NA,3,0,0,3,0,NA,NA,0,NA,NA,"On 18 September 2010, at 7:00 AM, in Balkh, Balkh, Afghanistan, in Sharsharak area, an improvised explosive device (IED) exploded when it was struck, killing three civilians and injuring four children.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Unspecified,1,NA,3,NA,Ingroup,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Kindred Civilians,No,Yes,Kindred,The Surge,Individuals,,
108,852,AF-W-07340,201014915,Unverified,9/18/2010 0:00,2010,9,3,7,WITS,Afghanistan,Afghanistan,Balkh,Balkh,Balkh,36.75,66.89,0,Other,0,Unknown Group,NA,1,Political,Domestic,Afghan,Polling Station,Government Facility,0,Projectile,IDF,,NA,NA,0,0,0,0,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On or about 18 September 2010, in Balkh, Balkh, Afghanistan, assailants fired rockets and/or artillery at a polling center but caused no reported injuries or damage.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Government Facility,1,NA,3,NA,NA,NA,No,NA,National,Pashtun,Pashtuns,0.65,-9999,-9999,1,,National Political,No,Yes,Government,The Surge,NA,,
109,3933,AF-W-03393,200812766,Unverified,12/28/2008 0:00,2008,12,4,1,WITS,Afghanistan,Afghanistan,Jawzjan,Khaniqa,Khanaqa,36.78,66.14,0,Other,0,Unknown Group,NA,1,Civilian,General,Afghan,Facility/Building,Home,0,Armed Assault,DF,,NA,NA,1,0,0,1,0,NA,NA,0,NA,NA,"On 28 December 2008, in Khanaqa, Jowzjan, Afghanistan, armed assailants fired on a residence, killing a civilian, injuring his 9-year old child, and damaging the residence.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Home,1,NA,2,NA,Outgroup,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Government Civilians,No,Yes,Government,Hearts and Minds,NA,,
110,3934,AF-W-05421,201006653,Unverified,2/22/2010 0:00,2010,2,1,2,WITS,Afghanistan,Afghanistan,Jawzjan,Khaniqa,Khanaqa,36.78,66.14,0,Other,0,Unknown Group,NA,1,Political,Domestic,Afghan,Leader,Mosque,0,Armed Assault,DF,,local Community Development Council leader,Yes,0,1,0,1,0,NA,NA,0,NA,NA,"On or about 22 February 2010, in Shah Mirzah Village, Khanaqa, Jowzjan, Afghanistan, armed assailants fired upon and killed the local Community Development Council leader as he was leaving a mosque.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Civilian Facility,1,NA,3,NA,NA,NA,No,NA,Local,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Local Political,No,Yes,Government,The Surge,NA,,
111,3935,AF-W-05519,201006772,Unverified,3/10/2010 0:00,2010,3,1,4,WITS,Afghanistan,Afghanistan,Jawzjan,Khaniqa,Khanaqa,36.78,66.14,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Patrol,Patrol,1,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 10 March 2010, in Khanaqa, Jowzjan, Afghanistan, assailants attacked a police patrol by unknown means, causing no injuries or damage.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Patrol/Convoy,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
112,842,AF-W-00193,200566684,Unverified,4/10/2005 0:00,2005,4,2,1,WITS,Afghanistan,Afghanistan,Balkh,Balkh,Balkh,36.75,66.89,0,Other,0,Unknown Group,NA,1,Security,Forces,Afghan,Leader,Unspecified,0,Armed Assault,DF,,Balkh Province security command official,No,0,0,0,0,0,NA,NA,0,NA,NA,"On 10 April 2005, in Balkh, Balkh, Afghanistan, armed assailants fired upon a Balkh Province security command official, causing no injuries or damage.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,1,Government/Occupier,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,National Military,No,Yes,Government,Search & Destroy,NA,,
113,843,AF-W-00991,200694023,Unverified,8/8/2006 0:00,2006,8,3,3,WITS,Afghanistan,Afghanistan,Balkh,Balkh,Balkh,36.75,66.89,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Facility/Building,Government Facility,0,Projectile,IDF,,NA,NA,0,0,0,0,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 8 August 2006, at about 2:00 AM, in Balkh, Balkh, Afghanistan, assailants fired rockets upon a police station, causing damage but no casualties.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Government Facility,1,NA,2,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Police,No,Yes,Government,Hearts and Minds,NA,,
114,844,AF-W-01451,200702544,Unverified,3/19/2007 0:00,2007,3,1,2,WITS,Afghanistan,Afghanistan,Balkh,Balkh,Balkh,36.75,66.89,0,Non-suicide Bombing,0,Unknown Group,NA,1,Unknown,Unknown,Unspecified,Unknown,Unspecified,0,IED,IED,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 19 March 2007, in the afternoon, in Balkh, Balkh, Afghanistan, a would-be suicide bomber prematurely detonated the improvised explosive device (IED) attached to his body, causing no damage or injuries.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Unspecified,0,Target unknown,2,NA,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Unable to Determine,No,Yes,NA,Hearts and Minds,NA,,
115,845,AF-W-02652,200805186,Unverified,5/20/2008 0:00,2008,5,2,3,WITS,Afghanistan,Afghanistan,Balkh,Balkh,Balkh,36.75,66.89,0,Other,0,Unknown Group,NA,1,Security,Tribal,Afghan,Patrol,Patrol,1,Armed Assault,DF,,NA,NA,1,0,0,1,0,NA,NA,0,NA,NA,"On 20 May 2008, in Balkh, Balkh, Afghanistan, armed assailants fired on and killed a former mujahidin commander.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Patrol/Convoy,1,NA,2,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Local Militias,No,Yes,Kindred,Hearts and Minds,NA,,
116,846,AF-W-02754,200806944,Unverified,6/14/2008 0:00,2008,6,2,7,WITS,Afghanistan,Afghanistan,Balkh,Balkh,Balkh,36.75,66.89,0,Other,0,Unknown Group,NA,1,Civilian,Education,Afghan,Facility/Building,Civilian Facility,0,Arson,Arson,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 14 June 2008, in the evening, in Balkh, Balkh, Afghanistan, assailants set fire to the Tate school, damaging the school but causing no injuries.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Civilian Facility,1,NA,2,NA,Ingroup,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Kindred Civilians,No,Yes,Kindred,Hearts and Minds,Institutions,,
117,847,AF-W-03027,200809165,Unverified,8/25/2008 0:00,2008,8,3,2,WITS,Afghanistan,Afghanistan,Balkh,Balkh,Balkh,36.75,66.89,0,Other,0,Unknown Group,NA,1,Political,Tribal,Afghan,Leader,Mosque,1,Armed Assault,DF,,Tribal Chief,Yes,0,1,0,1,0,NA,NA,0,NA,NA,"On 25 August 2008, in the night, in Balkh, Balkh, Afghanistan, armed assailants fired upon and killed one tribal chieftain inside a mosque as he was offering Isha prayers.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Civilian Facility,1,NA,2,NA,NA,NA,No,NA,Local,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Local Political,No,Yes,Government,Hearts and Minds,Individuals,,
118,848,AF-W-04255,200906668,Unverified,7/15/2009 0:00,2009,7,3,4,WITS,Afghanistan,Afghanistan,Balkh,Balkh,Balkh,36.75,66.89,0,Other,0,Unknown Group,NA,1,Political,Foreign,UN,Facility/Building,Vehicle,1,Projectile,IDF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 15 July 2009, in Balkh, Balkh, Afghanistan, assailants fired two rockets at a United Nations (UN) regional office, damaging two vehicles and the UN office but causing no injuries.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Government Facility,1,NA,3,NA,NA,NA,No,NA,Foreign,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Occupier Political,No,Yes,Government,The Surge,NA,,
119,849,AF-W-06024,201009650,Unverified,5/22/2010 0:00,2010,5,2,7,WITS,Afghanistan,Afghanistan,Balkh,Balkh,Balkh,36.75,66.89,0,Other,0,Unknown Group,NA,1,Security,Civilian Support,Nato,Convoy,Convoy,1,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 22 May 2010, in Gorpteppa, Balkh, Balkh, Afghanistan, armed assailants fired on a vehicle belonging to a construction company but caused no injuries or damage.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Patrol/Convoy,1,NA,3,Government/Occupier,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Occupier Military,No,Yes,Government,The Surge,NA,,
120,853,AF-W-07762,201016035,Unverified,10/22/2010 0:00,2010,10,4,6,WITS,Afghanistan,Afghanistan,Balkh,Balkh,Balkh,36.75,66.89,0,Other,0,Unknown Group,NA,1,Political,NGO,Foreign,Vehicle,Vehicle,1,Kidnapping,Kidnapping,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 22 October 2010, in Balkh, Balkh, Afghanistan, assailants intercepted a vehicle belonging to a non-governmental organization (NGO) and kidnapped three workers.  The assailants then set the vehicle on fire, damaging it.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Vehicle,1,NA,3,NA,NA,NA,No,NA,NGO,Pashtun,Pashtuns,0.65,-9999,-9999,1,,NGOs,No,Yes,Government,The Surge,NA,,
121,854,AF-W-08046,201017302,Unverified,11/30/2010 0:00,2010,11,4,3,WITS,Afghanistan,Afghanistan,Balkh,Balkh,Balkh,36.75,66.89,0,Other,0,Unknown Group,NA,1,Civilian,General,Afghan,Vehicle,Vehicle,1,Kidnapping,Kidnapping,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 30 November 2010, at 7:45 AM, in Mirgan Tepa, Balkh, Balkh, Afghanistan, assailants hijacked three vehicles, kidnapping many civilians.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Vehicle,1,NA,3,NA,Ingroup,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Kindred Civilians,No,Yes,Kindred,The Surge,Individuals,,
122,171,AF-W-01546,200704339,Unverified,4/23/2007 0:00,2007,4,2,2,WITS,Afghanistan,Afghanistan,Kunduz,Aliabad,Aliabad,36.52,68.89,0,Other,1,Taliban (IEA),Afghan Taliban,1,Security,Police,Afghan,Facility/Building,Government Facility,0,Projectile,IDF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 23 April 2007, in Pul-i-Khishti, 'Aliabad, Kondoz, Afghanistan, armed assailants attacked a police post with small arms and rockets, causing unspecified damage but no injuries.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Government Facility,1,NA,2,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.47,-9999,-9999,1,,Police,No,Yes,Government,Hearts and Minds,NA,,
123,172,AF-W-01563,200704692,Unverified,4/29/2007 0:00,2007,4,2,1,WITS,Afghanistan,Afghanistan,Kunduz,Aliabad,Aliabad,36.52,68.89,0,Other,0,Unknown Group,NA,1,Political,NGO,Foreign,Individuals,Vehicle,1,Armed Assault,DF,,NA,NA,0,1,0,1,0,NA,NA,0,NA,NA,"On 29 April 2007, in 'Aliabad, Kondoz, Afghanistan, armed assailants fired upon and killed a civilian who was working as a driver for a German non-governmental organization (NGO).  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Vehicle,1,NA,2,NA,NA,NA,No,NA,NGO,Pashtun,Pashtuns,0.47,-9999,-9999,1,,NGOs,No,Yes,Government,Hearts and Minds,NA,,
124,173,AF-W-05290,201006038,Unverified,1/22/2010 0:00,2010,1,1,6,WITS,Afghanistan,Afghanistan,Kunduz,Aliabad,Aliabad,36.52,68.89,0,Non-suicide Bombing,0,Unknown Group,NA,1,Civilian,Transportation,Afghan,Bridge,Unspecified,0,IED,IED,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 22 January 2010, in 'Aliabad, Kondoz, Afghanistan, assailants detonated an improvised explosive devices (IED) near a bridge, damaging the bridge but causing no injuries.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Civilian Facility,1,NA,3,NA,UTD,NA,No,NA,NA,Pashtun,Pashtuns,0.47,-9999,-9999,1,,Unable to Determine,No,Yes,NA,The Surge,NA,,
125,174,AF-W-05759,201007901,Unverified,4/20/2010 0:00,2010,4,2,3,WITS,Afghanistan,Afghanistan,Kunduz,Aliabad,Aliabad,36.52,68.89,0,Other,0,Unknown Group,NA,1,Security,Civilian Support,Nato,Supporters,Unspecified,0,Kidnapping,Kidnapping,,NA,NA,0,0,0,0,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 20 April 2010, in the morning, in Omar Khil, 'Aliabad, Kondoz, Afghanistan, assailants kidnapped eight employees of a road construction company (7 Afghan; 1 Pakistani).  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Open,1,NA,3,Government/Occupier,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.47,-9999,-9999,1,,Occupier Military,No,Yes,Government,The Surge,NA,,
126,175,AF-W-06615,201011713,Unverified,7/9/2010 0:00,2010,7,3,6,WITS,Afghanistan,Afghanistan,Kunduz,Aliabad,Aliabad,36.52,68.89,0,Non-suicide Bombing,0,Unknown Group,NA,1,Civilian,General,Afghan,Vehicle,Vehicle,1,Roadside IED,IED,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 9 July 2010, in Qazaq village, 'Aliabad, Kunduz, Afghanistan, assailants detonated a remote-controlled improvised explosive device (IED), damaging at least two vehicles but causing no injuries.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Vehicle,1,NA,3,NA,UTD,NA,No,NA,NA,Pashtun,Pashtuns,0.47,-9999,-9999,1,,Unable to Determine,No,Yes,NA,The Surge,NA,,
127,176,AF-W-06730,201012378,Unverified,7/22/2010 0:00,2010,7,3,5,WITS,Afghanistan,Afghanistan,Kunduz,Aliabad,Aliabad,36.52,68.89,0,Non-suicide Bombing,0,Unknown Group,NA,1,Security,Police,Afghan,Patrol,Patrol,1,Roadside IED,IED,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 22 July 2010, in 'Aliabad, Kunduz, Afghanistan, assailants detonated a remote-controlled improvised explosive device (IED), damaging a police vehicle but causing no injuries.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Patrol/Convoy,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.47,-9999,-9999,1,,Police,No,Yes,Government,The Surge,NA,,
128,177,AF-W-06982,201013039,Unverified,8/14/2010 0:00,2010,8,3,7,WITS,Afghanistan,Afghanistan,Kunduz,Aliabad,Aliabad,36.52,68.89,0,Other,0,Unknown Group,NA,1,Political,Domestic,Afghan,Facility/Building,Government Facility,0,Armed Assault,DF,,NA,NA,0,0,1,1,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 14 August 2010, in the morning, in 'Aliabad, Kunduz, Afghanistan, assailants fired on the district headquarters, killing one police officer and damaging the headquarters.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Government Facility,1,NA,3,NA,NA,NA,No,NA,Local,Pashtun,Pashtuns,0.47,-9999,-9999,1,,Local Political,No,Yes,Government,The Surge,Institutions,,
129,1169,AF-W-00828,200691196,Unverified,6/8/2006 0:00,2006,6,2,5,WITS,Afghanistan,Afghanistan,Balkh,Chahar Bolak,Char Bolagh,36.77,66.7,0,Other,0,Unknown Group,NA,1,Civilian,Education,Afghan,Facility/Building,Civilian Facility,0,Arson,Arson,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 8 June 2006, at night, in Char Bolagh, Balkh, Afghanistan, arsonists set fire to Shaheed Ghulam Farooq Middle School, destroying the building and educational equipment within but causing no injuries.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Civilian Facility,1,NA,2,NA,Ingroup,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Kindred Civilians,No,Yes,Kindred,Hearts and Minds,Institutions,,
130,1170,AF-W-01112,200694442,Unverified,9/30/2006 0:00,2006,9,3,7,WITS,Afghanistan,Afghanistan,Balkh,Chahar Bolak,Char Bolagh,36.77,66.7,0,Other,0,Unknown Group,NA,1,Civilian,Education,Afghan,Facility/Building,Civilian Facility,0,Projectile,IDF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 30 September 2006, in Char Bolagh, Balkh, Afghanistan, assailants fired five rockets at a high school, damaging the facility but causing no injuries.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Civilian Facility,1,NA,2,NA,Ingroup,NA,No,NA,NA,Pashtun,Pashtuns,0.65,-9999,-9999,1,,Kindred Civilians,No,Yes,Kindred,Hearts and Minds,Institutions,,
131,1791,AF-W-04665,200908928,Unverified,9/12/2009 0:00,2009,9,3,7,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Facility/Building,Government Facility,0,Kidnapping/Killing,Kidnapping,,NA,NA,0,0,7,7,0,NA,NA,0,NA,NA,"On 12 September 2009, in the evening, in Emam Saheb, Kondoz, Afghanistan, assailants attacked a police post by unknown means, killing seven police officers, kidnapping two others, and damaging the police post.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Government Facility,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
132,1792,AF-W-04663,200908991,Unverified,9/12/2009 0:00,2009,9,3,7,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Other,1,Taliban (IEA),Afghan Taliban,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Armed Assault,DF,,NA,NA,0,0,1,1,0,NA,NA,0,NA,NA,"On 12 September 2009, in Emam Saheb, Kondoz, Afghanistan, assailants attacked a police checkpoint by unknown means, killing one police officer and damaging the checkpoint.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Checkpoint,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
133,1793,AF-W-04735,200909294,Unverified,9/27/2009 0:00,2009,9,3,1,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Armed Assault,DF,,NA,NA,0,0,0,0,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 27 September 2009, in Raski, Emam Saheb, Kondoz, Afghanistan, assailants fired upon a police checkpoint, injuring one police officer and damaging the checkpoint.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Checkpoint,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
134,1794,AF-W-04775,200909647,Unverified,10/3/2009 0:00,2009,10,4,7,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Non-suicide Bombing,0,Unknown Group,NA,1,Civilian,Commercial,Afghan,Market,Market,0,VBIED,VBIED,,NA,NA,4,0,0,4,0,NA,NA,0,NA,NA,"On 3 October 2009, in the evening, in Emam Saheb, Kondoz, Afghanistan, assailants detonated a vehicle-borne improvised explosive device (VBIED) targeting the main bazaar, killing three civilians and one child, wounding 20 civilians, and damaging one shop.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Market,1,NA,3,NA,Outgroup,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Government Civilians,No,Yes,Government,The Surge,NA,,
135,1795,AF-W-05017,200910923,Unverified,11/21/2009 0:00,2009,11,4,7,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Other,1,Taliban (IEA),Afghan Taliban,1,Security,Supply,Nato,Convoy,Convoy,1,Arson,Arson,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 21 November 2009, in the evening, in Emam Saheb, Kondoz, Afghanistan, assailants fired upon police officers who were escorting tankers carrying fuel for North Atlantic Organization (NATO) forces and set fire to three of the tankers, damaging three fuel tankers but causing no injuries.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Patrol/Convoy,1,NA,3,Government/Occupier,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Occupier Military,No,Yes,Government,The Surge,NA,,
136,1796,AF-W-05032,200911042,Unverified,11/22/2009 0:00,2009,11,4,1,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Armed Assault,DF,,NA,NA,0,0,0,0,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 22 November 2009, in Emam Saheb, Kondoz, Afghanistan, assailants attacked a police checkpoint by unknown means, damaging the checkpoint but causing no injuries.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Checkpoint,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
137,1797,AF-W-05141,200911733,Unverified,12/20/2009 0:00,2009,12,4,1,WITS,Afghanistan,Afghanistan,Kunduz,Imam Sahib,Emam Saheb,37.18,68.9,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Armed Assault,DF,,NA,NA,0,0,0,0,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 20 December 2009, in Emam Saheb, Kondoz, Afghanistan, assailants attacked a police checkpoint by unknown means but caused no injuries or damage.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Checkpoint,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.25,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
