MasterID,OldCaseID,CaseID,AttackID,Status,AttackDate,AttackYear,AttackMonth,AttackQuarter,DayOfWeek,Database,Campaign,Country,Province,District,City,Latitude,Longitude,Suicide,ModeGroup,Claimed,ClaimGroup,ClaimGrouping,ctAimPoints,TT1,TT2,TT3,TT4,tgtDisp,tgtMobile,AttackType,AttackType2,ComplexAttack,LeaderRank,LeaderKilled,CivKilledHi,PolKilledHi,SecKilledHi,KilledHi,Suspected,SuspectGroup,SuspectGrouping,Denied,DeniedGroup,DeniedGrouping,Summary,LastUpdate,attribGrouping,attribProbability,attribConfidence,attribBasis,AttribTable,tgtDisp2,CaseAttacks,CaseAttacks_Criteria,CoinPhase,SecGrouping,CivGrouping,DecapLogic,Decap,DecapGrouping,PolGrouping,AreaEthnicity,InEthnGroup,InEthnGroupPct,Control_Incum,Control_Ins,HomeTerr_Ins,Source,tgtGrouping,SuicideText,CaseText,tgtGrouping2,CoinPhaseName,ControlGrouping,Control_Iraq,Ethnicity_Bagh
247,4533,AF-W-07596,201015626,Unverified,10/7/2010 0:00,2010,10,4,5,WITS,Afghanistan,Afghanistan,Kunduz,Kunduz,Kunduz,36.72,68.87,0,Other,0,Unknown Group,NA,1,Security,Tribal,Afghan,Leader,Home,0,Armed Assault,DF,,,,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 7 October 2010, in Kunduz, Kunduz, Afghanistan, assailants fired small arms and a rocket-propelled grenade (RPG) on the residence of a pro-government militia commander, causing no injuries or damage.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Home,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Local Militias,No,Yes,Kindred,The Surge,NA,,
248,4534,AF-W-07606,201015627,Unverified,10/7/2010 0:00,2010,10,4,5,WITS,Afghanistan,Afghanistan,Kunduz,Kunduz,Kunduz,36.72,68.87,0,Other,0,Unknown Group,NA,1,Political,Domestic,Afghan,Leader,Vehicle,1,Armed Assault,DF,,Government Official,No,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 7 October 2010, in Kunduz, Kunduz, Afghanistan, assailants fired on the vehicle of a government official, causing no injuries or damage.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Vehicle,1,NA,3,NA,NA,NA,No,NA,National,Pashtun,Pashtuns,1,-9999,-9999,1,,National Political,No,Yes,Government,The Surge,NA,,
249,4535,AF-W-08021,201017169,Unverified,11/25/2010 0:00,2010,11,4,5,WITS,Afghanistan,Afghanistan,Kunduz,Kunduz,Kunduz,36.72,68.87,0,Non-suicide Bombing,1,Taliban (IEA),Afghan Taliban,1,Security,Police,Afghan,Patrol,Patrol,1,Roadside IED,IED,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 25 November 2010, at 3:00 PM, in Kunduz, Kunduz, Afghanistan, assailants detonated an improvised explosive device (IED) targeting a police vehicle, damaging the vehicle but causing no injuries.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Patrol/Convoy,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,Police,No,Yes,Government,The Surge,NA,,
250,4536,AF-W-08186,201017853,Unverified,12/19/2010 0:00,2010,12,4,1,WITS,Afghanistan,Afghanistan,Kunduz,Kunduz,Kunduz,36.72,68.87,0,Non-suicide Bombing,1,Taliban (IEA),Afghan Taliban,1,Political,Domestic,Afghan,Leader,Vehicle,1,Roadside IED,IED,,District Chief,No,0,0,0,0,0,NA,NA,0,NA,NA,"On 19 December 2010, at 10:00 AM, in Dubandi, Kunduz, Kunduz, Afghanistan, an improvised explosive device (IED) exploded when it was struck by a vehicle transporting the Chahar Darreh District Chief, injuring one security guards and damaging the vehicle.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Vehicle,1,NA,3,NA,NA,NA,No,NA,Local,Pashtun,Pashtuns,1,-9999,-9999,1,,Local Political,No,Yes,Kindred,The Surge,Individuals,,
251,4346,AF-W-04176,200906346,Unverified,7/3/2009 0:00,2009,7,3,6,WITS,Afghanistan,Afghanistan,Takhar,Khwaja Bahawuddin,Khwajah Baha ud Din,37.35,69.54,0,Other,1,Taliban (IEA),Afghan Taliban,1,Political,Domestic,Afghan,Patrol,Patrol,1,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 3 July 2009, in the evening, in Khwajah Baha ud Din, Takhar, Afghanistan, assailants fired on the vehicle of a political candidate, wounding two security guards and damaging the vehicle.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Patrol/Convoy,1,NA,3,NA,NA,NA,No,NA,Unknown,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,National Political,No,Yes,Government,The Surge,NA,,
252,4347,AF-C-08017,-1611851043,Completed,11/24/2010 0:00,2010,11,4,4,CPOST,Afghanistan,Afghanistan,Takhar,Khwaja Bahawuddin,Khwajah Baha ud Din,37.35,69.54,1,Suicide Bombing,0,Unknown Group,NA,1,Civilian,Commercial,Afghan,Market,Market,0,IED,PBIED,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"11/24/2010: In Khwajah Baha ud Din, Takhar Province, Afghanistan, 1 attacker attacked Bazaar in a suicide attack with a Belt bomb, killing no one and wounding 3 persons.  No group claimed responsibility.   The attack was verified as Completed on 6/19/2012. This summary generated: 7/3/2013 11:57:39 AM.",,Afghan Taliban,-9999,,Attributed,NA,Market,1,NA,3,NA,Outgroup,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Government Civilians,Yes,Yes,Government,The Surge,NA,,
253,4348,AF-W-07316,201014429,Unverified,9/14/2010 0:00,2010,9,3,3,WITS,Afghanistan,Afghanistan,Takhar,Khwaja Bahawuddin,Khwajah Baha ud Din,37.35,69.54,0,Other,1,Taliban (IEA),Afghan Taliban,1,Security,Police,Afghan,Troops,Unspecified,0,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 14 September 2010, in the evening, in Khwajah Baha ud Din, Takhar, Afghanistan, assailants fired on a group of police officers, causing no injuries or damage.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Open,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
254,4349,AF-W-07418,201014932,Unverified,9/18/2010 0:00,2010,9,3,7,WITS,Afghanistan,Afghanistan,Takhar,Khwaja Bahawuddin,Khwajah Baha ud Din,37.35,69.54,0,Other,0,Unknown Group,NA,1,Political,Domestic,Afghan,Polling Station,Government Facility,0,Armed Assault,DF,,NA,NA,0,0,0,0,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 18 September 2010, in Khwajah Baha ud Din, Takhar, Afghanistan, armed assailants fired a polling center while electoral workers were counting ballots, causing no reported injuries or damage.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Government Facility,1,NA,3,NA,NA,NA,No,NA,National,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,National Political,No,Yes,Government,The Surge,NA,,
255,4350,AF-W-07390,201014934,Unverified,9/18/2010 0:00,2010,9,3,7,WITS,Afghanistan,Afghanistan,Takhar,Khwaja Bahawuddin,Khwajah Baha ud Din,37.35,69.54,0,Other,0,Unknown Group,NA,1,Political,Domestic,Afghan,Facility/Building,Government Facility,0,Armed Assault,DF,,NA,NA,0,0,0,0,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 18 September 2010, in Khwajah Baha ud Din, Takhar, Afghanistan, armed assailants fired at the district headquarters building but caused no reported injuries or damage.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Government Facility,1,NA,3,NA,NA,NA,No,NA,Local,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Local Political,No,Yes,Government,The Surge,NA,,
256,1460,AF-W-04556,200908395,Unverified,8/23/2009 0:00,2009,8,3,1,WITS,Afghanistan,Afghanistan,Takhar,Darqad,Darqad,37.46,69.51,0,Other,1,Taliban (IEA),Afghan Taliban,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 23 August 2009, in Darqad, Takhar, Afghanistan, assailants attacked a police checkpoint by unknown means, causing no injuries or damage.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Checkpoint,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
257,1461,AF-W-05159,200912361,Unverified,12/22/2009 0:00,2009,12,4,3,WITS,Afghanistan,Afghanistan,Takhar,Darqad,Darqad,37.46,69.51,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 22 December 2009, in Darqad, Takhar, Afghanistan, assailants attacked a police checkpoint by unknown means, damaging the checkpoint but causing no injuries.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Checkpoint,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
258,1462,AF-W-03805,200912533,Unverified,4/22/2009 0:00,2009,4,2,4,WITS,Afghanistan,Afghanistan,Takhar,Darqad,Darqad,37.46,69.51,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 22 April 2009, in Darqad, Takhar, Afghanistan, armed assailants fired rocket propelled grenades (RPG) at a police checkpoint but caused no injuries or damage.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Checkpoint,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
259,1463,AF-W-05302,201006059,Unverified,1/22/2010 0:00,2010,1,1,6,WITS,Afghanistan,Afghanistan,Takhar,Darqad,Darqad,37.46,69.51,0,Other,0,Unknown Group,NA,1,Political,Domestic,Afghan,Facility/Building,Government Facility,0,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 22 January 2010, in Darqad, Takhar, Afghanistan, armed assailants fired on the local National Directorate of Security office but caused no injuries or damage.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Government Facility,1,NA,3,NA,NA,NA,No,NA,Local,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Local Political,No,Yes,Government,The Surge,NA,,
260,1468,AF-W-05832,201008857,Unverified,5/1/2010 0:00,2010,5,2,7,WITS,Afghanistan,Afghanistan,Takhar,Darqad,Darqad,37.46,69.51,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Armed Assault,DF,,NA,NA,0,0,0,0,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 1 May 2010, in Darqad, Takhar, Afghanistan, assailants fired on a police checkpoint, wounding one police officer and damaging the checkpoint.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Checkpoint,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
261,1469,AF-W-06014,201009662,Unverified,5/22/2010 0:00,2010,5,2,7,WITS,Afghanistan,Afghanistan,Takhar,Darqad,Darqad,37.46,69.51,0,Non-suicide Bombing,0,Unknown Group,NA,1,Unknown,Unknown,Unspecified,Unknown,Unspecified,0,IED,IED,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 22 May 2010, in Darqad, Takhar, Afghanistan, an improvised explosive device (IED) exploded when it was being planted but caused no injuries or damage.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Unspecified,0,Target unknown,3,NA,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Unable to Determine,No,Yes,NA,The Surge,NA,,
262,1470,AF-W-06389,201011025,Unverified,6/22/2010 0:00,2010,6,2,3,WITS,Afghanistan,Afghanistan,Takhar,Darqad,Darqad,37.46,69.51,0,Other,0,Unknown Group,NA,1,Civilian,Collaborator (alleged),Afghan,Individual,Unspecified,0,Kidnapping/Released,Kidnapping,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 22 June 2010, in Darqad, Takhar, Afghanistan, assailants kidnapped two civilians whom the assailants accused of spying.  Later, the assailants released both victims.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,3,NA,Outgroup,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Government Civilians,No,Yes,Government,The Surge,NA,,
263,1471,AF-W-06718,201012406,Unverified,7/22/2010 0:00,2010,7,3,5,WITS,Afghanistan,Afghanistan,Takhar,Darqad,Darqad,37.46,69.51,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Patrol,Patrol,1,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 22 July 2010, in Darqad, Takhar, Afghanistan, assailants attacked a police patrol by unknown means but caused no injuries or damage.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Patrol/Convoy,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
264,1472,AF-W-07158,201013381,Unverified,8/28/2010 0:00,2010,8,3,7,WITS,Afghanistan,Afghanistan,Takhar,Darqad,Darqad,37.46,69.51,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Patrol,Patrol,1,Armed Assault,DF,,NA,NA,0,0,0,0,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 28 August 2010, at 9:00 PM, in Darqad, Takhar, Afghanistan, armed assailants fired on a police patrol which was manning a checkpoint, causing no injuries or damage.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Patrol/Convoy,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
265,1473,AF-W-07059,201013733,Unverified,8/22/2010 0:00,2010,8,3,1,WITS,Afghanistan,Afghanistan,Takhar,Darqad,Darqad,37.46,69.51,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 22 August 2010, Darqad, Takhar, Afghanistan, assailants attacked a Border Police checkpoint, damaging the checkpoint but causing no injuries.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Checkpoint,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
266,1474,AF-W-07409,201014931,Unverified,9/18/2010 0:00,2010,9,3,7,WITS,Afghanistan,Afghanistan,Takhar,Darqad,Darqad,37.46,69.51,0,Other,0,Unknown Group,NA,1,Political,Domestic,Afghan,Polling Station,Government Facility,0,Projectile,IDF,,NA,NA,0,0,0,0,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On or about 18 September 2010, in Darqad, Takhar, Afghanistan, assailants fired rockets and/or artillery at a polling center but caused no reported injuries or damage.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Government Facility,1,NA,3,NA,NA,NA,No,NA,National,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,National Political,No,Yes,Government,The Surge,NA,,
267,1475,AF-W-07822,201016180,Unverified,10/27/2010 0:00,2010,10,4,4,WITS,Afghanistan,Afghanistan,Takhar,Darqad,Darqad,37.46,69.51,0,Other,1,Taliban (IEA),Afghan Taliban,1,Security,Police,Afghan,Patrol,Patrol,1,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 27 October 2010, in Darqad, Takhar, Afghanistan, assailants attacked a police patrol by unknown means, injuring three officers.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Patrol/Convoy,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
268,1464,AF-W-05420,201006650,Unverified,2/22/2010 0:00,2010,2,1,2,WITS,Afghanistan,Afghanistan,Takhar,Darqad,Darqad,37.46,69.51,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Facility/Building,Government Facility,0,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 22 February 2010, in Darqad, Takhar, Afghanistan, armed assailants fired on the police headquarters but caused no injuries or damage.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Government Facility,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
269,1465,AF-W-05424,201006651,Unverified,2/22/2010 0:00,2010,2,1,2,WITS,Afghanistan,Afghanistan,Takhar,Darqad,Darqad,37.46,69.51,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Patrol,Patrol,1,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 22 February 2010, in Darqad, Takhar, Afghanistan, assailants attacked a police patrol by unknown means, injuring two officers.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Patrol/Convoy,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
270,1466,AF-W-05692,201007825,Unverified,4/8/2010 0:00,2010,4,2,5,WITS,Afghanistan,Afghanistan,Takhar,Darqad,Darqad,37.46,69.51,0,Other,1,Taliban (IEA),Afghan Taliban,1,Security,Police,Afghan,Patrol,Patrol,1,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 8 April 2010, in the evening, in Zangal, Darqad, Takhar, Afghanistan, armed assailants fired on a police patrol, injuring three officers and damaging at least one vehicle.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Patrol/Convoy,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
271,1467,AF-W-05775,201008482,Unverified,4/22/2010 0:00,2010,4,2,5,WITS,Afghanistan,Afghanistan,Takhar,Darqad,Darqad,37.46,69.51,0,Other,1,Taliban (IEA),Afghan Taliban,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 22 April 2010, in the evening, in Darqad, Takhar, Afghanistan, assailants attacked a police checkpoint by unknown means, causing no injuries or damage.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Checkpoint,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
272,1032,AF-W-05713,201008051,Unverified,4/12/2010 0:00,2010,4,2,2,WITS,Afghanistan,Afghanistan,Takhar,Chah Ab,Chah Ab,37.45,69.87,0,Other,1,Taliban (IEA),Afghan Taliban,1,Political,Domestic,Afghan,Facility/Building,Government Facility,0,Projectile,IDF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 12 April 2010, in the evening, in Chah Ab, Takhar, Afghanistan, assailants armed with small arms and mortars fired on the district headquarters, causing no injuries or damage.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Government Facility,1,NA,3,NA,NA,NA,No,NA,Local,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Local Political,No,Yes,Government,The Surge,NA,,
273,1033,AF-W-08286,201018295,Unverified,12/28/2010 0:00,2010,12,4,3,WITS,Afghanistan,Afghanistan,Takhar,Chah Ab,Chah Ab,37.45,69.87,0,Other,0,Unknown Group,NA,1,Security,Tribal,Afghan,Leader,Unspecified,0,Armed Assault,DF,,,,0,0,1,1,0,NA,NA,0,NA,NA,"On 28 December 2010, in the night, in Chah Ab, Takhar, Afghanistan, armed assailants fired on and killed a former militia member.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Open,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0,-9999,-9999,0,,Local Militias,No,Yes,Kindred,The Surge,NA,,
274,3366,AF-W-02904,200807819,Unverified,7/25/2008 0:00,2008,7,3,6,WITS,Afghanistan,Afghanistan,Takhar,Kalfagan,Kalafgan,36.75,69.9,0,Other,1,Taliban (IEA),Afghan Taliban,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 25 July 2008, in the evening, in Kalafgan, Takhar, Afghanistan, assailants fired on a police checkpoint, damaging the checkpoint but causing no injuries.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Checkpoint,1,NA,2,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.01,-9999,-9999,0,,Police,No,Yes,Government,Hearts and Minds,NA,,
275,601,AF-W-04949,200910452,Unverified,11/8/2009 0:00,2009,11,4,1,WITS,Afghanistan,Afghanistan,Takhar,Taluqan,Bagh-e Miri,36.74,69.34,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Patrol,Patrol,1,Projectile,IDF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 8 November 2009, in Bagh-e Miri, Takhar, Afghanistan, assailants fired rockets at a police patrol manning a checkpoint but caused no injuries or damage.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Patrol/Convoy,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.1,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
276,3840,AF-W-05241,201000139,Unverified,1/10/2010 0:00,2010,1,1,1,WITS,Afghanistan,Afghanistan,Uruzgan,Tirin Kot,Tarin Kot,32.61,65.87,0,Non-suicide Bombing,1,Taliban (IEA),Afghan Taliban,1,Political,NGO,Afghan,Vehicle,Vehicle,1,Roadside IED,IED,,NA,NA,0,3,0,3,0,NA,NA,0,NA,NA,"On 10 January 2010, in Karez, Tarin Kot District, Uruzgan, Afghanistan, an improvised explosive device (IED) exploded when it was struck by a vehicle of an unidentified non-governmental organization (NGO), killing three NGO workers, injuring two others, and damaging the vehicle.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Vehicle,1,NA,3,NA,NA,NA,No,NA,NGO,Pashtun,Pashtuns,1,-9999,-9999,1,,NGOs,No,Yes,Government,The Surge,NA,,
277,3841,AF-W-05956,201009275,Unverified,5/14/2010 0:00,2010,5,2,6,WITS,Afghanistan,Afghanistan,Kandahar,Maruf,Karez,31.58,67.25,0,Other,1,Taliban (IEA),Afghan Taliban,1,Security,Forces,Afghan,Troops,Unspecified,0,Armed Assault,DF,,NA,NA,0,0,1,1,0,NA,NA,0,NA,NA,"On 14 May 2010, in Karez, Kandahar, Afghanistan, assailants attacked and killed an employee of the National Security Directorate (NSD) by unknown means.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Open,1,NA,3,Government/Occupier,NA,NA,No,NA,NA,Pashtun,Pashtuns,1,-9999,-9999,1,,National Military,No,Yes,Government,The Surge,NA,,
278,447,AF-W-07328,201014506,Unverified,9/16/2010 0:00,2010,9,3,5,WITS,Afghanistan,Afghanistan,Kunduz,Dashte Archi,Dasht-e Archi,36.96,69.15,0,Non-suicide Bombing,0,Unknown Group,NA,1,Political,Domestic,Afghan,Leader,Vehicle,1,Roadside IED,IED,,Parliamentary Candidate,No,0,0,0,0,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 16 September 2010, in Qarlaq, Archi, Kondoz, Afghanistan, an improvised explosive device (IED) exploded when it was struck by a vehicle transporting a candidate for the lower house of parliament, injuring his civilian companion and damaging the vehicle.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Home,1,NA,3,NA,NA,NA,No,NA,National,Pashtun,Pashtuns,0.4,-9999,-9999,1,,National Political,No,Yes,Government,The Surge,NA,,
279,448,AF-W-07613,201015201,Unverified,10/7/2010 0:00,2010,10,4,5,WITS,Afghanistan,Afghanistan,Kunduz,Dashte Archi,Dasht-e Archi,36.96,69.15,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Armed Assault,DF,,NA,NA,0,0,1,1,1,Taliban (IEA),Afghan Taliban,0,NA,NA,"On 7 October 2010, in the night, in Joy Shakh village, Qarlaq, Archi, Kondoz, Afghanistan, assailants attacked a police checkpoint by unknown means, killing one police officer and damaging the checkpoint.  No group claimed responsibility, although it was widely believed the Taliban was responsible.",,Afghan Taliban,-9999,,Suspected,NA,Checkpoint,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.4,-9999,-9999,1,,Police,No,Yes,Government,The Surge,NA,,
280,449,AF-W-07614,201015630,Unverified,10/7/2010 0:00,2010,10,4,5,WITS,Afghanistan,Afghanistan,Kunduz,Dashte Archi,Dasht-e Archi,36.96,69.15,0,Other,0,Unknown Group,NA,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Armed Assault,DF,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On or about 7 October 2010, in Archi, Kondoz, Afghanistan, assailants attacked a police checkpoint, wounding five civilians by unknown means.  No group claimed responsibility.",,Afghan Taliban,-9999,,Attributed,NA,Checkpoint,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Pashtun,Pashtuns,0.4,-9999,-9999,1,,Police,No,Yes,Government,The Surge,NA,,
281,4352,AF-W-05773,201008487,Unverified,4/22/2010 0:00,2010,4,2,5,WITS,Afghanistan,Afghanistan,Takhar,Khwaja Ghar,Khwajah Ghar,37.02,69.4,0,Other,1,Taliban (IEA),Afghan Taliban,1,Security,Police,Afghan,Checkpoint,Checkpoint,0,Kidnapping,Kidnapping,,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,"On 22 April 2010, in Khwajah Ghar, Takhar, Afghanistan, assailants fired upon and damaged a police checkpoint, then kidnapped one police officer.  The Taliban claimed responsibility.",,Afghan Taliban,-9999,,Claimed,NA,Checkpoint,1,NA,3,Local/Proxy,NA,NA,No,NA,NA,Non-Pashtun,Pashtuns,0.2,-9999,-9999,0,,Police,No,Yes,Government,The Surge,NA,,
